email	household_type	footage	heating_temp	cooling_temp	postal_code	utilities
ghamilton@doncon.com	house	786	70	72	87501	Electric,Gas
ghamilton@ganjaflex.com	house	1344	71	73	63461	Gas
gharabedian@zotware.com	apartment	62	76	73	74027	Steam
ghaufler@hatfan.com	apartment	599	73	75	90089	Electric
ghengel@zoomit.com	townhome	650		73	35771	Gas,Fuel Oil
ghoa@inity.com	townhome	2799	76	73	29821	Electric
ghoffis@dambase.com	apartment	428	70	70	54611	
ghoffis@ganjaflex.com	house	2118		74	06470	Gas
ghoffis@year-job.com	townhome	905	73	73	72716	Gas
ghollack@opentech.com	apartment	1622	76	72	98581	Gas
ghughey@golddex.com	townhome	1291	72		57661	Electric,Fuel Oil
ghughey@konex.com	house	604	68	72	61862	Gas
ghughey@y-corporation.com	apartment	545	76		92404	Electric
ginouye@scottech.com	house	1210		73	53558	Electric,Gas
gkannady@finhigh.com	condominium	1608	77	71	21852	Electric
gkannady@yearin.com	house	928	72	75	21104	Gas
gkardas@ganjaflex.com	townhome	692	72		49952	Fuel Oil
gkardas@groovestreet.com	house	547	76	74	76670	Electric,Gas
gkarpel@goodsilron.com	house	3365	75	70	94949	Electric
gkeener@plussunin.com	condominium	1475	76	72	92143	Gas
gkiel@plussunin.com	house	1418	72	74	66780	Steam
gkines@zumgoity.com	condominium	510	74		96715	Gas
gkippley@xx-holding.com	house	3479	75	73	55127	Electric
gklonowski@iselectrics.com	townhome	567		73	43551	Fuel Oil
gklusman@openlane.com	apartment	1695			57437	
gknipp@scotfind.com	townhome	2322	72		59844	Gas,Fuel Oil
gkolmetz@nam-zim.com	apartment	833	70		25621	Electric
gkusko@singletechno.com	house	1478	71		74441	Gas
glapage@konex.com	apartment	997	69	73	73722	Steam
glary@ganjaflex.com	house	650		73	80221	Fuel Oil
glawler@hottechi.com	apartment	1566	67	69	60435	Electric
glimmel@lexiqvolax.com	house	703	69	74	06497	Gas
glimmel@scottech.com	house	2955	75	73	51331	Electric
glindall@rundofase.com	townhome	1075	69	75	63107	Gas
glipke@zathunicon.com	house	1515	64	73	01337	
glipkin@iselectrics.com	apartment	983	76		40032	Fuel Oil
gliukko@golddex.com	condominium	87	69	70	14787	Electric
gliukko@kinnamplus.com	apartment	1450	77	74	66024	Gas
gloader@dontechi.com	condominium	1247			63137	Electric,Gas
glueckenbach@faxquote.com	apartment	785	72		71066	Electric
glukasik@streethex.com	house	1714	69	73	66225	
gmadarang@dalttechnology.com	townhome	1118	74	75	31776	
gmadarang@lexiqvolax.com	apartment	422	71		25719	
gmaile@betatech.com	house	755	76	75	40744	Electric
gmallett@konmatfix.com	house	2364	73	71	22205	Gas
gmarrier@rantouch.com	apartment	1292	75		16375	Gas,Fuel Oil
gmaybury@openlane.com	apartment	596	76	72	43828	Fuel Oil
gmaybury@opentech.com	mobile_home	126	67	73	70073	Gas
gmaynerich@plussunin.com	townhome	1220	76	68	71823	Fuel Oil
gmccullan@opentech.com	townhome	2267	68	74	74171	Gas
gmcnease@betasoloin.com	condominium	812	75	76	15265	Electric,Fuel Oil
gmcrae@inity.com	townhome	1777	73	75	38945	Gas,Fuel Oil
gmeinerding@fasehatice.com	apartment	1961	66	74	75770	Electric,Fuel Oil
gmeteer@scottech.com	house	1099	71	75	06137	Electric,Gas,Fuel Oil
gmiceli@betasoloin.com	mobile_home	241	76	74	98632	Electric
gmiceli@yearin.com	house	724	71	69	88211	Electric,Fuel Oil
gmirafuentes@condax.com	townhome	1304	68	74	93530	
gmodzelewski@xx-holding.com	house	796	75	72	93001	Electric,Gas,Fuel Oil
gmorasca@sunnamplex.com	house	1437		72	70808	Gas
gmotley@zencorporation.com	mobile_home	319	73	71	79701	Gas
gmunis@kan-code.com	apartment	940	75	71	45360	Electric
gnicka@ron-tech.com	house	3048	72	71	41397	Electric
gnicolozakes@dambase.com	apartment	815	69	70	37840	
gnievas@plexzap.com	apartment	162	67	72	83221	Electric,Gas
gnunlee@treequote.com	house	2990	74	72	05863	Gas
gostolaza@konex.com	townhome	612	66		37162	Electric
gostrosky@y-corporation.com	apartment	804	73	74	49097	Electric,Gas
gostrosky@zoomit.com	condominium	1215		74	95126	Electric
gpalaia@xx-zobam.com	house	902	70	74	46581	Steam,Fuel Oil
gpapasergi@scottech.com	townhome	734	68	74	62018	Electric
gpaprocki@dontechi.com	apartment	866	76		81027	Electric,Steam
gparlato@faxquote.com	house	1615	75		52249	Electric,Gas
gpedrozo@betatech.com	apartment	3440	67		33431	Fuel Oil
gperez@zumgoity.com	house	1161	69		12732	Electric
gperigo@zumgoity.com	house	903	70	73	49326	Electric,Gas
gperin@treequote.com	house	1714	73	75	93420	
gperin@year-job.com	apartment	722	71		44445	Gas,Fuel Oil
gpoquette@konex.com	mobile_home	209	76	72	93649	Electric,Gas
greiber@y-corporation.com	apartment	955	72		12075	Gas
greitler@fasehatice.com	house	611	72	74	51025	Electric,Gas
grentfro@iselectrics.com	apartment	1381	75	71	87821	Gas
grentfro@treequote.com	house	1643	73	75	46376	
grhymes@konmatfix.com	apartment	1522	76	73	14030	Electric
grochin@opentech.com	condominium	487	74	73	91731	
grodeigues@hatfan.com	house	1689	71	74	50210	Gas,Fuel Oil
grodeigues@treequote.com	house	2221	69		03784	Electric,Gas,Steam
grodenberger@lexiqvolax.com	apartment	963	72	73	65814	Electric,Fuel Oil
growling@konex.com	apartment	453	72	76	62053	Electric
groyster@doncon.com	townhome	726	71		74853	Gas
grulapaugh@codehow.com	house	675	74	74	51647	Electric,Gas
gryser@codehow.com	condominium	470	66		02902	Gas
gsahagun@rangreen.com	apartment	1687	72		34101	
gsamara@mathtouch.com	apartment	1562	68	73	85264	Electric,Gas
gsamu@funholding.com	house	2105		73	18619	Gas
gsamu@warephase.com	house	1076	73	72	49640	Gas
gsaras@doncon.com	condominium	2641	73	68	66857	Electric
gsarbacher@conecom.com	house	2246	71		95542	Fuel Oil
gschieler@finhigh.com	apartment	1970	74	71	13780	
gschoeneck@funholding.com	house	240	71		44431	Electric
gschoeneck@y-corporation.com	house	843	73	73	04773	Electric,Gas,Fuel Oil
gscriven@plexzap.com	apartment	740			22727	
gsengbusch@treequote.com	house	1311	69	73	02205	Electric,Gas
gshadrick@plusstrip.com	townhome	949	74	76	45231	Electric,Gas
gshinko@silis.com	mobile_home	38			15783	
gshire@kinnamplus.com	house	2170		68	16228	
gsilvestrini@ron-tech.com	apartment	475			42761	Electric
gsilvestrini@toughzap.com	condominium	544	75	74	41037	Gas
gsimilton@kan-code.com	house	986	73	75	95607	Gas
gsimilton@warephase.com	house	720	73	71	92605	Electric,Gas
gskulski@zotware.com	townhome	1734	73		24363	Electric,Fuel Oil
gskursky@yearin.com	apartment	451	65	72	12029	Gas
gsmith@doncon.com	mobile_home	480	73	73	43338	Fuel Oil
gspringe@bioplex.com	apartment	703			75310	Electric
gstockham@sunnamplex.com	house	2255	68		79078	Gas
gstoltzman@plexzap.com	townhome	532	75	73	62987	Electric,Gas
gstoltzman@plusstrip.com	mobile_home	114	73		24151	Electric,Fuel Oil
gstoltzman@streethex.com	house	911	75	73	07602	
gsweigard@faxquote.com	apartment	153	65	71	17215	
gtagala@dambase.com	apartment	397	72		27630	Electric,Fuel Oil
gtawil@toughzap.com	apartment	936	76		18214	Electric,Gas
gtegarden@ron-tech.com	apartment	94	74		16049	Gas
gtheodorov@funholding.com	apartment	715	69	72	15920	Electric,Gas
gthyberg@rantouch.com	mobile_home	268	71	70	15923	Electric,Gas
gthyberg@ron-tech.com	apartment	1327	75	70	07043	Electric,Gas
gtimenez@y-corporation.com	condominium	1077		73	20207	Electric,Steam
gtjepkema@codehow.com	apartment	1635	70		91301	
gtjepkema@plusstrip.com	condominium	2531	70	73	30562	Electric,Gas
gtomasulo@scottech.com	apartment	776	76	71	62272	Gas
gtomasulo@year-job.com	house	1747	64	73	66539	
gtomblin@statholdings.com	apartment	1315	70	75	53142	Gas
gtoyama@streethex.com	apartment	797	73	73	10538	Electric,Gas
gtromblay@singletechno.com	condominium	1962	78	70	48234	Electric
gturinetti@mathtouch.com	house	1292		73	50165	Electric,Fuel Oil
gvanheusen@faxquote.com	condominium	1407	74	72	76205	Electric,Fuel Oil
gvenere@cancity.com	apartment	1157	74	75	70112	Electric,Steam,Fuel Oil
gvenere@gogozoom.com	mobile_home	943	76	74	63197	Electric,Gas
gventura@toughzap.com	mobile_home	516	76	75	40177	
gvinning@golddex.com	apartment	1553			57538	Gas
gwaycott@goodsilron.com	apartment	646	71	72	60330	Electric
gwaycott@sumace.com	house	2139	75	73	28777	Electric
gwaymire@bioplex.com	apartment	825	71	72	19002	Electric,Gas
gweglarz@opentech.com	house	1230	69	74	79778	Electric
gwesterbeck@iselectrics.com	townhome	1170	71	72	47929	Steam
gwieser@bioholding.com	house	1665	67	73	37419	
gwiklund@cancity.com	condominium	1096	76		55006	Electric
gwildfong@kan-code.com	apartment	915	70	74	92823	Gas
gworlds@lexiqvolax.com	house	758	69	70	42302	
gwrinkles@hatfan.com	apartment	3394	75	74	40209	Electric
gzagen@donware.com	house	1277	68	74	75043	Electric
gzurcher@bioplex.com	townhome	659	75	71	63005	
habdallah@golddex.com	condominium	1023	74		19033	Electric
halbares@betatech.com	house	1197	70	71	08352	Electric,Steam
hauffrey@sonron.com	house	728	71	73	05701	Electric
hbarfield@isdom.com	house	1847	73	74	85240	Electric
hbevelacqua@inity.com	house	707	72		18661	Electric
hbevelacqua@konmatfix.com	apartment	2003	70	74	71365	Gas
hbevelacqua@stanredtax.com	house	1777	75	72	07628	Gas
hblackwood@konex.com	apartment	438		75	62863	
hblunk@dambase.com	apartment	48	76	72	74818	Gas
hboulter@cancity.com	mobile_home	301	70		28438	Electric
hbourbon@zencorporation.com	house	788	73	72	83857	Electric,Gas
hbrachle@finhigh.com	house	1043	65	73	10921	Electric
hbrachle@nam-zim.com	apartment	408	77	73	57449	Electric,Fuel Oil
hbuemi@newex.com	condominium	1338	67	72	14753	Electric,Gas
hburnard@finjob.com	house	894	75	74	47147	
hbuvens@betatech.com	apartment	961	71	72	17941	Electric
hbuvens@silis.com	apartment	1094		75	32791	Fuel Oil
hbuzick@donware.com	condominium	95	72	75	40526	Electric
hcallaro@bioplex.com	condominium	60	73	72	41201	Electric,Gas,Steam
hcampain@scotfind.com	townhome	908		74	30072	
hcandlish@kinnamplus.com	apartment	928	75	70	60803	Electric,Gas,Steam
hcanlas@gogozoom.com	house	1211	72	72	41091	Electric
hcaudy@dalttechnology.com	apartment	453	69	73	27379	Electric
hchavous@gogozoom.com	house	2475			01341	Steam,Fuel Oil
hchavous@openlane.com	townhome	1274	77	73	49629	Electric,Gas
hchickering@dambase.com	apartment	1355	73	72	95253	Gas
hcomnick@opentech.com	apartment	1384	70	73	94405	Electric,Gas
hcork@betatech.com	house	2220	71	72	85003	
hcoyier@goodsilron.com	apartment	1307	71	75	97408	
hcrupi@dontechi.com	townhome	1174			64055	Electric
hdelasancha@finjob.com	mobile_home	446	71		45646	Gas
hdemesa@zoomit.com	townhome	2497	70	72	60152	Gas
hdewar@dambase.com	house	594	74		47374	Electric
hdewar@domzoom.com	condominium	714	69		92255	Gas,Fuel Oil
hdilliard@zumgoity.com	house	1808	76	74	38027	Gas
hdopico@zencorporation.com	house	584	72	75	42085	Electric
hdorshorst@ontomedia.com	house	710	74		12196	
hdubaldi@green-plus.com	townhome	1904	73	70	03896	Electric
heroman@treequote.com	apartment	1420	67	72	40076	Electric,Gas
hfillingim@kan-code.com	house	1181	73	69	89135	Electric
hfillingim@opentech.com	house	996	71	72	74082	
hfoller@doncon.com	house	2531	73	70	19087	Gas
hfrancescon@iselectrics.com	condominium	1447	69	72	44509	Gas,Fuel Oil
hfrerking@bioplex.com	condominium	1307	72	73	60615	
hfrey@inity.com	house	2467		68	48866	Gas
hfunnell@zencorporation.com	apartment	1077		71	27356	Electric
hgato@dambase.com	house	591	75		95798	Electric
hgato@ontomedia.com	house	713	76	72	44401	Electric,Steam
hgesick@betasoloin.com	house	1602	73	72	63878	Electric,Gas
hgiguere@zotware.com	apartment	1139		69	92281	Electric,Gas
hgood@groovestreet.com	house	548			59868	Electric
hgrenet@streethex.com	apartment	1407	75	72	44671	Electric
hhagele@konex.com	house	1073	76	72	73641	Electric
hhanafan@scotfind.com	house	1433	78	73	47048	Electric,Gas,Fuel Oil
hhanafan@warephase.com	house	2011	72	73	07738	
hharabedian@zotware.com	apartment	677			06031	Steam
hheintzman@zencorporation.com	house	2435	77		12834	
hhirpara@dalttechnology.com	apartment	1064	69	71	08097	Gas
hhoffis@zumgoity.com	house	954		71	29469	Electric,Gas
hhoneywell@groovestreet.com	condominium	1547	74	72	67938	Electric,Fuel Oil
hhoneywell@labdrill.com	house	2090	75	71	30165	
hhughey@ganjaflex.com	house	2862			12542	
hjacobos@scotfind.com	mobile_home	167	73	74	32341	Electric,Gas
hkalafatis@openlane.com	house	1515	69	71	46298	
hkannady@silis.com	house	1996	74	72	44128	Electric,Gas
hkippley@faxquote.com	house	2144	68	69	05069	Electric
hkippley@hottechi.com	house	242	72	72	05051	Electric
hklonowski@plexzap.com	house	233	73	74	32346	Gas
hkohnert@bioholding.com	apartment	521	76	72	75689	Gas,Steam
hkorando@domzoom.com	townhome	1463	74	74	62466	Electric,Gas
hkownacki@kan-code.com	townhome	2019	76		32447	Gas
hkusko@rundofase.com	apartment	380	71	72	22548	Gas
hlayous@blackzim.com	townhome	88	70	74	56650	Fuel Oil
hleinenbach@plexzap.com	house	1636	66	75	30390	Electric
hleinenbach@zoomit.com	townhome	1161	67	70	29111	Electric
hlinahan@scottech.com	house	2104	71	74	11366	
hlizama@zoomit.com	apartment	878	73	73	02156	Steam
hlorens@dontechi.com	townhome	1046	67	71	70522	Electric,Steam
hlouissant@dalttechnology.com	house	1046	72	69	70079	Electric
hlouissant@j-texon.com	apartment	1148	69		95006	Electric
hlouissant@rundofase.com	house	1645	69		74132	Electric
hlukasik@betatech.com	house	643	66		24565	
hmaillard@doncon.com	condominium	194	75		30364	Electric
hmaillard@hatfan.com	apartment	544		72	11577	Electric,Gas
hmalet@funholding.com	condominium	2013	74	71	32095	Electric
hmalvin@scotfind.com	apartment	808	73	76	18708	Electric
hmarrier@condax.com	house	678		74	28603	Electric,Gas,Steam,Fuel Oil
hmastella@goodsilron.com	house	169	69	72	80498	
hmclaird@bioplex.com	townhome	2034	72	72	44704	Electric,Gas
hmconnell@conecom.com	condominium	507		73	10279	Electric
hmcrae@konex.com	house	627	70	70	85344	Gas
hmcrae@newex.com	house	979		71	35548	Electric,Steam
hmeisel@yearin.com	apartment	902	71		68837	Gas
hmeteer@openlane.com	house	1397	76		14515	Electric
hmeteer@year-job.com	townhome	74	75	71	79121	Fuel Oil
hmonterrubio@konex.com	townhome	670	75	71	96092	
hmyricks@domzoom.com	apartment	856	71	69	80428	Electric,Steam
hmyricks@kan-code.com	townhome	185	71		72311	Electric
hmyricks@lexiqvolax.com	apartment	1165	71	76	18949	Gas
hnachor@green-plus.com	apartment	1147	73	69	95480	
hnayar@finhigh.com	condominium	1158	77		38562	
hnievas@groovestreet.com	apartment	373	70		20849	Fuel Oil
holdroyd@silis.com	condominium	802	72		36776	Electric,Fuel Oil
hostrosky@goodsilron.com	apartment	836	66		36258	Steam
hpadilla@zathunicon.com	house	1158	72	72	18631	Electric,Gas
hpaprocki@betatech.com	apartment	473	76	71	06365	
hpelkowski@hottechi.com	house	1399	74	73	44270	Fuel Oil
hpoullion@zoomit.com	apartment	411	73		40862	Electric
hrhymes@codehow.com	condominium	1080	72		16872	Electric
hriden@golddex.com	house	791	73	74	52562	Fuel Oil
hrim@dalttechnology.com	condominium	1794	70	69	50552	
hriopelle@y-corporation.com	condominium	667	70	73	98512	Electric
hrochin@doncon.com	apartment	562	74		29453	Gas
hrulapaugh@donware.com	house	660	71	68	07760	Gas
hsaulter@ontomedia.com	apartment	1928	75	74	96385	
hsaulter@scotfind.com	house	4449	73	73	75090	Electric,Gas,Fuel Oil
hsayaphon@yearin.com	house	795	71	73	88337	Steam
hscheyer@goodsilron.com	townhome	1905	65	74	39595	Fuel Oil
hschmierer@plusstrip.com	apartment	1101	69		76537	Electric
hschnitzler@lexiqvolax.com	townhome	468	73		45712	Electric
hsergi@year-job.com	apartment	1486	72	73	76522	Electric
hsetter@bioholding.com	house	2917	68		50831	Gas
hslayton@ontomedia.com	house	1819	73		29588	Electric
hstimmel@bioholding.com	townhome	1159	70	72	07302	Electric,Gas,Fuel Oil
hstorment@konmatfix.com	apartment	1910	68		45036	Electric,Steam,Fuel Oil
hstorment@lexiqvolax.com	townhome	575	74	71	73117	
hsuell@mathtouch.com	apartment	936	72		07980	Electric
hsweely@dontechi.com	apartment	340	68	73	31405	
hsyrop@doncon.com	townhome	636	72		33993	Electric,Gas
htawil@conecom.com	house	1486	65		73090	Electric,Gas
htawil@openlane.com	townhome	182		75	22810	Gas
htegarden@finjob.com	condominium	1440	75		11965	Electric,Gas,Fuel Oil
hthreets@gogozoom.com	house	1397	75	71	33991	
htimenez@bioplex.com	condominium	141	70	71	63744	
htjepkema@green-plus.com	mobile_home	253	78	76	40730	Electric,Gas
htomasulo@hottechi.com	apartment	802	74	69	33257	
htreston@ganjaflex.com	townhome	718	74	76	24716	Gas
hupthegrove@betatech.com	house	1665	68		04030	Electric,Gas
hvanheusen@nam-zim.com	apartment	1593	74	72	14903	Electric
hventura@inity.com	apartment	1813	77	74	93955	Electric
hvillanueva@mathtouch.com	townhome	1078	69	73	67024	Electric,Fuel Oil
hwaymire@toughzap.com	house	725	73	76	81411	
hweglarz@plexzap.com	house	1416			34108	Electric
hwhobrey@conecom.com	mobile_home	21			24363	Electric
hwhobrey@ron-tech.com	condominium	760	64		13865	
hwildfong@zotware.com	apartment	923	71	71	37801	Electric
hwolny@j-texon.com	house	1508	68	71	03287	Electric
hzepp@ganjaflex.com	house	1145	76		37187	
hzepp@kan-code.com	house	606	74		57466	Electric
ialbares@sunnamplex.com	condominium	1254	74	71	37642	Electric,Steam
iamigon@fasehatice.com	apartment	88			54915	Electric
iandreason@plusstrip.com	house	877		73	71426	Gas
iauffrey@plussunin.com	apartment	900	68	72	47649	Electric,Gas,Fuel Oil
ibachman@zoomit.com	house	1192	75	72	77467	Electric
icantres@codehow.com	apartment	495	77		19435	Gas
icentini@sonron.com	apartment	379	75	76	18041	Gas
iclaucherty@zoomit.com	apartment	844	76	73	12537	
idubaldi@zumgoity.com	apartment	840	73	74	33192	Electric
ifeichtner@silis.com	house	4048		74	52732	Electric,Gas,Fuel Oil
igoldammer@plusstrip.com	apartment	864			20752	Electric,Fuel Oil
ihagele@funholding.com	house	1284		72	14136	Electric,Gas
ihaufler@inity.com	apartment	836			15126	Electric
iisaacs@doncon.com	apartment	811	69	73	75265	Fuel Oil
ikines@dontechi.com	townhome	142			56474	
ikoppinger@stanredtax.com	house	2168	71		28261	Electric,Fuel Oil
ikownacki@gogozoom.com	apartment	673	73	75	30139	Gas
ilacovara@rantouch.com	apartment	288	76	71	11741	Gas
imalvin@ontomedia.com	townhome	1394	72	68	24377	Electric,Gas
imanno@finhigh.com	mobile_home	612	65		91324	
imaynerich@newex.com	mobile_home	296	73	72	28607	Electric,Fuel Oil
imunns@dontechi.com	townhome	1006	73	72	28325	Electric,Steam
inicka@faxquote.com	condominium	648	73	72	62540	Electric
ioles@finjob.com	apartment	433	72		74960	Electric,Gas
iostrosky@finhigh.com	townhome	651		71	43306	Electric
ipaa@plexzap.com	mobile_home	341	71	73	19961	
iparvis@scotfind.com	apartment	467		70	77080	Electric
irodeigues@konex.com	townhome	844	65	75	82003	Gas
isamara@isdom.com	apartment	824		72	98502	Electric
isayaphon@labdrill.com	apartment	604	69		74523	
iscipione@j-texon.com	mobile_home	1417	74	72	63628	Electric
itomasulo@zotware.com	house	2083	68		79251	
iuyetake@kinnamplus.com	apartment	83	66	76	79042	Gas
iwardrip@funholding.com	house	1077	73	75	95127	Electric
iwaymire@sunnamplex.com	mobile_home	271	73		01532	Electric
iwolny@finhigh.com	apartment	1510	73	73	78249	Gas,Fuel Oil
iwolny@kan-code.com	apartment	405		74	66429	Electric,Gas
jacey@condax.com	townhome	1157	72	71	01220	
jacey@dambase.com	apartment	121	69	73	99206	Electric
jahle@xx-zobam.com	house	820	72	72	12527	Electric,Fuel Oil
jandreason@groovestreet.com	townhome	63	69	70	55712	Gas,Steam
jankeny@betasoloin.com	house	999	73	76	46942	Electric
jarias@labdrill.com	house	3964	71	70	44693	Electric,Gas,Fuel Oil
jauffrey@rantouch.com	apartment	876			08863	Gas
jbachman@codehow.com	townhome	856	78	68	20566	
jbayless@scottech.com	townhome	2049	75	70	97339	Gas
jbeech@dalttechnology.com	house	1137	69	76	17876	
jbeech@zumgoity.com	house	1537	71		73530	Fuel Oil
jbenimadho@blackzim.com	townhome	1054		69	06041	Gas
jbenimadho@groovestreet.com	condominium	761	71	74	06791	Gas
jberlanga@ganjaflex.com	house	850	69	71	03444	Electric,Gas
jberray@kinnamplus.com	townhome	62			61913	Electric,Gas,Fuel Oil
jbevelacqua@codehow.com	condominium	1327		70	11236	Gas
jbevelacqua@rundofase.com	apartment	44	75	76	60469	Electric
