household_email	appliance_number	manufacturer_name	model	appliance_type	air_handler_types	eer	energy_source	hspf	seer	energy_source	capacity	temperature	btu
cgochal@sonron.com	1	Grofropistor Direct Company	Surtumanar	Air Handler	heater,air_conditioner	7.5	Gas						7657
cgochal@sonron.com	2	Monquestewazz	Qwiwerpicar	Air Handler	heater		Electric						4816
cgochal@sonron.com	3	Barsipegistor Company	Tupsapor	Air Handler	air_conditioner,heater	3.3	Electric						7706
cgochal@sunnamplex.com	1	Emtinicator WorldWide	Endvenomman	Air Handler	heatpump			24.2	54.0				7225
cgochal@sunnamplex.com	2	Grokilower Direct Group	Lomdudplan	Air Handler	heatpump			17.9	33.7				7814
cgochal@sunnamplex.com	3	Parcadimower Group	Unkilador	Water Heater						Electric	79.2	172	8154
cgotter@blackzim.com	1	Inglibor International	Rejubicover	Air Handler	heater		Gas						10853
cgreenbush@blackzim.com	1	Grofropedgax WorldWide	Parfropepex	Water Heater						Gas	46.6	128	7903
cgreenbush@blackzim.com	2	Intanimax International Company	Grosapamex	Air Handler	heater		Electric						5192
cgreenbush@blackzim.com	3	Varwerin International Corp.		Air Handler	air_conditioner	1.6							5894
cgrenet@y-corporation.com	1	Zeebanaquar	Hapquestistor	Air Handler	heatpump,air_conditioner	3.0		24.0	41.2				2828
cgudroe@plexzap.com	1	Tipsapopex WorldWide	Barglibupistor	Air Handler	heatpump			19.9	34.8				11473
cgwalthney@isdom.com	1	Winnipazz International Group	Hapvenentor	Air Handler	air_conditioner	2.0							10445
chagele@donquadtech.com	1	Barquestan Inc	Endnipamover	Air Handler	heatpump			21.4	47.3				4791
chagele@donquadtech.com	2	Endpebazz Direct Group	Raptinimicator	Air Handler	heater,heatpump,air_conditioner	1.6	Electric	30.4	63.7				9206
chagele@donquadtech.com	3	Unpebewin Direct Corp.	Monsipicator	Air Handler	air_conditioner	1.1							2973
chagele@donquadtech.com	4	Emmunupar Inc		Air Handler	heater,heatpump		Fuel Oil	28.9	38.6				6559
chagele@y-corporation.com	1	Thrutinepin Holdings Company		Air Handler	heatpump,heater		Electric	20.0	50.9				10146
chalsey@dambase.com	1	Bartinanor	Thrufropover	Air Handler	heater		Electric						7552
chalsey@dambase.com	2	Endjubor Holdings Corp.	Unglibilex	Air Handler	air_conditioner	3.4							8630
chalsey@dambase.com	3	Tupquestentor	Retanor	Air Handler	heatpump			20.1	45.1				10125
chalter@toughzap.com	1	Parvenollazz WorldWide Group	Emsapicazz	Air Handler	air_conditioner	2.3							8832
chalter@toughzap.com	2	Klirobentor	Adsipanex	Water Heater						Electric	45.5	110	6841
chalter@toughzap.com	3	Unnipicator Corp.	Grovenistor	Air Handler	heater		Electric						4912
charnos@blackzim.com	1	Winglibplazz International Corp.	Rapkilazz	Air Handler	air_conditioner	2.2							8873
charnos@blackzim.com	2	Upwerpentor WorldWide	Unweropan	Air Handler	heatpump			24.7	47.5				7253
charnos@blackzim.com	3	Partinax Direct Company	Cipsipopazz	Water Heater						Electric	14.4	260	7555
charnos@blackzim.com	4	Dopdimaquor Holdings Company	Tuptinicex	Water Heater						Gas	14.4	126	8943
charoldson@condax.com	1	Klibanicex International Inc		Air Handler	heater		Electric						6081
charoldson@condax.com	2	Raptumedower Inc	Barvenexicator	Air Handler	heatpump			22.4	33.1				5541
charoldson@condax.com	3	Rapvenex Direct Corp.	Inpickexar	Air Handler	air_conditioner	1.0							5692
charoldson@condax.com	4	Winrobupex WorldWide	Klikilommin	Water Heater						Electric	32.7	102	5696
charoldson@condax.com	5	Unmunador Corp.	Lommunax	Water Heater						Electric	25.9		4827
charoldson@condax.com	6	Intanepin International	Truglibower	Air Handler	heater		Gas						4475
charoldson@condax.com	7	Tupericover Holdings	Advenamar	Air Handler	air_conditioner	4.7							4870
chauenstein@xx-zobam.com	1	Supbanegor Holdings	Ciphupefor	Water Heater						Gas	77.3	91	6105
chauenstein@xx-zobam.com	2	Rapsipefar Direct Company	Bartanex	Air Handler	air_conditioner	2.1							7537
chauenstein@xx-zobam.com	3	Kliwerpedax Holdings Group	Zeeglibantor	Water Heater						Gas	46.2	91	7740
chauenstein@xx-zobam.com	4	Grohupefantor International Company	Hapquesticator	Air Handler	air_conditioner	2.6							5370
chauenstein@xx-zobam.com	5	Survenilex WorldWide	Tupglibefistor	Water Heater						Electric	84.6	154	7247
chauenstein@xx-zobam.com	6	Hapquestover Direct	Untanador	Water Heater						Electric	41.2		7957
cheimann@silis.com	1	Tuptumar International	Rapbananentor	Air Handler	heatpump			30.1	39.3				11092
cheimann@silis.com	2	Tiphupex Direct		Air Handler	heatpump			22.1	48.3				11169
cheimann@silis.com	3	Adquestin International	Lomwerpegower	Water Heater						Gas	17.1	257	12211
cheimann@silis.com	4	Upquestanan Company	Varbanaquover	Water Heater						Gas	17.2	118	9927
cheintzman@zumgoity.com	1	Tuprobollicator WorldWide	Lompebupex	Air Handler	air_conditioner	1.3							7032
cheintzman@zumgoity.com	2	Monglibantor WorldWide Group	Inpebicentor	Water Heater						Electric	47.7	166	5528
cheintzman@zumgoity.com	3	Trurobax Direct Company	Lomtumantor	Air Handler	heater		Gas						7588
cherritt@toughzap.com	1	Doptaninin Holdings Inc	Empebommazz	Air Handler	heatpump			16.9	62.4				13629
chiatt@blackzim.com	1	Adpickar International	Rezapepan	Air Handler	heatpump,heater		Electric	26.1	33.3				10589
chiatt@blackzim.com	2	Suppickantor Holdings	Emvenentor	Air Handler	heatpump			23.6	24.2				6039
chiatt@blackzim.com	3	Thrutinamicator Group	Emdudex	Air Handler	heater,air_conditioner	4.2	Electric						9284
chiatt@openlane.com	1	Resapan Company	Rapzapicor	Air Handler	air_conditioner	2.9							7291
chiatt@openlane.com	2	Rerobazz	Barbanopax	Water Heater						Gas	47.7	108	7123
chiatt@openlane.com	3	Winmunepar	Tuptumover	Air Handler	heater,air_conditioner	3.1	Electric						8455
chiatt@y-corporation.com	1	Tupkilor International Inc	Partumepex	Air Handler	air_conditioner	2.3							9054
chiatt@y-corporation.com	2	Uppickentor	Dopdudantor	Air Handler	heatpump			24.7	44.4				11805
chiatt@y-corporation.com	3	Zeepickimar WorldWide Corp.	Thrusapicator	Air Handler	air_conditioner	3.7							10839
chixenbaugh@dalttechnology.com	1	Enderor WorldWide	Groerimantor	Air Handler	heatpump,heater,air_conditioner	1.1	Gas	18.7	45.2				5553
chixenbaugh@dalttechnology.com	2	Tupcadover WorldWide Corp.	Lomsipupex	Air Handler	air_conditioner,heater,heatpump	3.2	Gas	17.8	41.4				4305
chixenbaugh@dalttechnology.com	3	Bareredgantor Holdings Group		Water Heater						Gas	18.3	139	2525
chixenbaugh@yearin.com	1	Zeekilax		Water Heater						Electric	29.1		12210
choffis@opentech.com	1	Parmunexower	Surwerpover	Air Handler	heater		Gas						8807
choffis@opentech.com	2	Surfropover	Inmunackax	Air Handler	heatpump			26.4	40.6				9285
choffis@opentech.com	3	Adsipistor Direct	Bartinplazz	Air Handler	heater		Electric						5373
chollack@plusstrip.com	1	Parfropicator International	Wintinplentor	Air Handler	heater		Gas						7993
choneywell@dalttechnology.com	1	Thrusapentor WorldWide	Adcador	Air Handler	heater		Fuel Oil						7703
choneywell@dalttechnology.com	2	Monnipistor	Dopzapexistor	Air Handler	heater		Gas						8280
choneywell@dalttechnology.com	3	Ciptinefar Inc	Monjubanar	Water Heater						Heat Pump	13.9	110	9526
choneywell@ganjaflex.com	1	Raperewex Holdings	Enddudazz	Air Handler	air_conditioner,heatpump	1.6		19.8	34.5				7341
choneywell@ganjaflex.com	2	Sursipicator Group	Endtanimar	Air Handler	air_conditioner	1.6							6055
choneywell@ganjaflex.com	3	Varquestan International	Qwibanower	Air Handler	heatpump			19.6	41.1				5034
choneywell@ganjaflex.com	4	Gromunommentor Holdings Company	Tuptinicor	Air Handler	heatpump			17.3	37.3				5066
choneywell@konex.com	1	Kliericator International	Hapcadex	Air Handler	heatpump,air_conditioner	1.7		18.2	35.3				3818
choneywell@konex.com	2	Adwerpaquover Holdings	Frohupupin	Water Heater						Gas	46.5	170	2946
choneywell@konex.com	3	Truzapentor Holdings	Resipollax	Air Handler	heater		Electric						3241
choneywell@konex.com	4	Frojubupax Corp.	Hapwerinan	Air Handler	heatpump,air_conditioner	1.1		18.7	45.4				4349
choneywell@konex.com	5	Inpickefax	Thrupebex	Water Heater						Electric	51.0	104	2648
choneywell@konex.com	6	Surericator Holdings	Zeebaninan	Air Handler	heatpump			24.7	37.7				2331
choneywell@opentech.com	1	Montanar Holdings Company	Retanonin	Air Handler	air_conditioner,heater,heatpump	2.6	Electric	19.9	37.3				7020
choneywell@opentech.com	2	Varcadilax Direct	Truhupedover	Water Heater						Electric	56.9	117	4680
choneywell@opentech.com	3	Tuppickor Group	Happebefex	Water Heater						Gas	36.2	229	4346
choneywell@opentech.com	4	Hapzapantor		Air Handler	air_conditioner	1.8							4993
choneywell@opentech.com	5	Bartinex Direct	Hapdimadower	Air Handler	heater		Electric						4347
choneywell@opentech.com	6	Parsapomman	Emzapamazz	Air Handler	heater,air_conditioner,heatpump	4.0	Gas	25.2	54.6				9092
choneywell@opentech.com	7	Thrujubewex		Air Handler	heatpump			14.8	69.5				4248
choogland@bioplex.com	1	Empebupazz Direct	Unmunamor	Air Handler	heater		Electric						8910
choogland@bioplex.com	2	Bartumentor International	Rapwerentor	Water Heater						Electric	51.4	104	7282
choogland@bioplex.com	3	Thrutanower	Partinackower	Air Handler	air_conditioner	8.0							7326
choogland@bioplex.com	4	Varpebentor WorldWide	Inveninax	Air Handler	heatpump			20.2	47.2				5176
choogland@isdom.com	1	Reeror	Frocadentor	Air Handler	heater		Electric						7970
choogland@isdom.com	2	Tiperex Group	Frotanistor	Water Heater						Heat Pump	25.3	114	7999
choogland@isdom.com	3	Tuppebinistor WorldWide	Monsipedax	Air Handler	air_conditioner	3.4							9728
chusser@bioholding.com	1	Adtumommin Inc	Tipsapomman	Air Handler	heater		Gas						7972
chusser@bioholding.com	2	Rapjubepower WorldWide	Emtanor	Air Handler	heatpump			21.5	45.3				10233
chusser@bioholding.com	3	Upquestin Holdings Inc		Water Heater						Electric	12.7	101	8658
chusser@dambase.com	1	Trudiminower	Cipzapax	Air Handler	heater,air_conditioner	7.6	Fuel Oil						5071
chusser@dambase.com	2	Zeejubex WorldWide	Dopsipommor	Air Handler	heatpump			17.0	34.3				3677
chusser@dambase.com	3	Trutumefentor International	Dopmunin	Air Handler	heater		Electric						3259
chusser@dambase.com	4	Upnipexax International	Fropebazz	Air Handler	heatpump			27.9	52.5				3007
chusser@dambase.com	5	Uncadollicator Direct	Lomdudupor	Water Heater						Thermosolar	10.6	180	2621
chusser@dambase.com	6	Froerin Holdings	Lomkilopentor	Air Handler	heater,heatpump		Electric	21.6	47.5				4341
cisenhower@zoomit.com	1	Surwerpicator	Frofropollistor	Air Handler	heatpump			22.4	49.3				26721
citurbide@gogozoom.com	1	Endbanepistor	Barmunedex	Air Handler	heatpump			20.2	39.7				4241
citurbide@gogozoom.com	2	Growerex Holdings	Winzapadicator	Water Heater						Electric	14.2	218	3449
citurbide@gogozoom.com	3	Resapollower Holdings	Adrobower	Air Handler	heater		Gas						5205
citurbide@gogozoom.com	4	Hapglibadantor	Emvenor	Air Handler	heatpump,heater		Gas	15.6	50.7				9657
citurbide@ontomedia.com	1	Cipvenupicator Corp.	Windimaquistor	Air Handler	air_conditioner	5.9							4741
citurbide@ontomedia.com	2	Thrufropover Group		Water Heater						Electric	31.0	188	5635
citurbide@ontomedia.com	3	Varzapicator Direct Corp.	Monnipantor	Air Handler	heater		Electric						6803
cjayson@domzoom.com	1	Montanaman Holdings	Upnipackex	Water Heater						Electric	37.8	101	8442
cjayson@statholdings.com	1	Remunopin	Hapcadistor	Water Heater						Gas	14.9	166	3161
cjuhas@zoomit.com	1	Dopvenonazz WorldWide	Haptaninentor	Air Handler	heater		Electric						12270
cjuvera@donware.com	1	Tuperar Direct	Klitumistor	Air Handler	heater		Electric						17474
ckaniecki@hatfan.com	1	Dopnipicar	Monerar	Water Heater						Electric	15.1	154	11128
ckannady@green-plus.com	1	Upwerpanex Direct Inc	Dopdimimex	Air Handler	heater		Electric						6755
ckannady@green-plus.com	2	Tipzapover International	Barquestin	Air Handler	heatpump,heater		Fuel Oil	19.3	33.7				14049
ckannady@green-plus.com	3	Grotinackover WorldWide	Rapfropin	Air Handler	heatpump			21.2	54.3				7532
ckannady@green-plus.com	4	Inquestedgentor	Upsapimor	Air Handler	heatpump			19.1	34.2				6386
ckannady@y-corporation.com	1	Tipweran Holdings	Adsapupan	Air Handler	heatpump			17.5	36.1				7687
ckannady@y-corporation.com	2	Klidudackazz Group	Winpebamower	Air Handler	air_conditioner	3.1							7174
ckannady@y-corporation.com	3	Dopmunazz		Water Heater						Electric	18.7	107	7690
ckarpel@singletechno.com	1	Inmunplantor		Air Handler	air_conditioner	0.7							4488
ckarpel@singletechno.com	2	Grovenicator	Enddimepicator	Air Handler	heatpump			14.2	35.4				3558
ckarpel@singletechno.com	3	Haprobex Group	Undudedgex	Air Handler	heater,air_conditioner	1.6	Electric						5862
ckarpel@singletechno.com	4	Varkilepover Direct	Klijubefax	Water Heater						Heat Pump	30.1	93	3673
ckeneipp@sonron.com	1	Bartanollover WorldWide	Winerinar	Air Handler	heater		Gas						2369
ckeneipp@sonron.com	2	Varquestentor Direct	Survenepan	Air Handler	heater		Electric						3572
ckeneipp@sonron.com	3	Unwerpegicator WorldWide	Thrufropepover	Air Handler	air_conditioner	0.6							2999
cketelsen@finhigh.com	1	Winbanower WorldWide Corp.	Frowericover	Air Handler	heater		Electric						9886
cketelsen@finhigh.com	2	Endbanilentor Direct		Air Handler	heatpump			18.0	45.1				9407
cketelsen@finhigh.com	3	Adsapantor Direct Corp.	Thruweronax	Air Handler	heatpump			18.8	44.2				11036
ckiel@betatech.com	1	Adquestower Direct Company	Surdudollan	Air Handler	air_conditioner,heater	4.7	Gas						7534
ckiel@betatech.com	2	Unpickewex	Supfropommar	Air Handler	heatpump			18.2	34.1				3933
ckiel@betatech.com	3	Upjubistor Group		Air Handler	air_conditioner	2.1							5080
ckiel@toughzap.com	1	Tupmunedgantor Inc	Insapedor	Air Handler	air_conditioner,heater	2.4	Gas						6555
ckines@bioholding.com	1	Inweristor WorldWide	Inwerpefin	Air Handler	heater		Gas						4980
ckines@bioholding.com	2	Thruvenan International	Lomdiman	Air Handler	heatpump			24.9	27.0				5037
ckines@bioholding.com	3	Grovenover	Grorobex	Air Handler	heatpump,air_conditioner	11.7		24.4	36.1				9784
ckines@openlane.com	1	Emglibistor WorldWide Group		Air Handler	air_conditioner	1.3							8207
ckines@openlane.com	2	Grocadan WorldWide Company	Hapdimor	Air Handler	heatpump			23.2	45.8				6309
ckines@openlane.com	3	Surfropover		Air Handler	air_conditioner	1.4							5034
ckippley@sonron.com	1	Klitinilantor WorldWide Inc	Cipglibefax	Air Handler	heater		Electric						6520
ckippley@sonron.com	2	Dopjubimex International	Winzapistor	Air Handler	heater,heatpump		Electric	22.8	57.5				8668
ckippley@sonron.com	3	Endmunistor WorldWide		Air Handler	air_conditioner	2.1							4074
cklang@zoomit.com	1	Thruweraquicator Holdings	Embanefin	Air Handler	heatpump			18.5	55.0				9133
cklang@zoomit.com	2	Qwicadistor Direct	Upsapedan	Air Handler	heater		Fuel Oil						7929
cklang@zoomit.com	3	Raphupentor Direct	Rapbanupentor	Air Handler	air_conditioner	3.0							9811
cklang@zoomit.com	4	Unroban Holdings Company	Insapentor	Air Handler	air_conditioner	9.1							12385
cklusman@donware.com	1	Monhupepower Direct Company	Varroban	Air Handler	heatpump			16.6	45.5				6023
cklusman@donware.com	2	Cipwerpeficator	Unjubex	Air Handler	heater		Gas						6802
cklusman@donware.com	3	Suptumepor Holdings	Tipglibicower	Air Handler	heatpump			26.3	41.8				5215
cklusman@donware.com	4	Tupdudar Direct	Tupkilazz	Air Handler	air_conditioner	3.4							5636
cklusman@opentech.com	1	Monquestazz	Rapbanopex	Air Handler	heater		Electric						6808
cklusman@opentech.com	2	Thrutinamicator Group	Fropickefentor	Air Handler	heater		Electric						9442
cklusman@opentech.com	3	Rehupower WorldWide Inc	Rapvenexazz	Air Handler	air_conditioner,heater	6.2	Electric						11388
cklusman@opentech.com	4	Windimax WorldWide Corp.	Ciptumopicator	Air Handler	air_conditioner	12.6							9460
cknipp@groovestreet.com	1	Monpebinin WorldWide	Lomjubexex	Water Heater						Gas	49.4		5259
cknipp@groovestreet.com	2	Surtinazz Inc		Air Handler	heater		Gas						5336
cknipp@groovestreet.com	3	Supfropefex Holdings Company	Parsipaquicator	Air Handler	heater		Electric						7842
cknipp@groovestreet.com	4	Qwibanonin Direct	Barbanan	Air Handler	air_conditioner	5.3							6584
cknipp@groovestreet.com	5	Lomfropor		Air Handler	heatpump,heater,air_conditioner	11.9	Electric	24.9	25.4				10971
cknipp@groovestreet.com	6	Klitumplor Direct Inc		Air Handler	heatpump			25.1	40.6				7092
cknipp@groovestreet.com	7	Klitinilantor WorldWide Inc	Frohupower	Air Handler	heatpump			10.7	19.3				7585
cknipp@hottechi.com	1	Endsipepazz Direct	Thrutinicator	Water Heater						Electric	46.3	151	6144
cknipp@hottechi.com	2	Monsapan International Corp.	Wintanentor	Air Handler	heater		Gas						6016
cknipp@hottechi.com	3	Barpickepex International Inc	Barpickax	Air Handler	air_conditioner	2.1							7671
ckohl@dontechi.com	1	Thrujubewex	Varpebax	Water Heater						Electric	37.3	115	9686
ckohl@dontechi.com	2	Tiprobex	Empebimover	Water Heater						Thermosolar	32.2	157	8885
ckohl@dontechi.com	3	Hapjubex Inc	Upsiponantor	Air Handler	air_conditioner	2.0							10875
ckohl@scotfind.com	1	Klitumplor Direct Inc		Air Handler	heater		Gas						10904
ckonopacki@lexiqvolax.com	1	Parjuban Holdings	Dopglibantor	Air Handler	heater		Electric						8863
ckoppinger@hottechi.com	1	Fropebex WorldWide	Uprobupentor	Water Heater						Gas	15.0	109	2639
ckoppinger@hottechi.com	2	Unroban Holdings Company	Truhupopex	Air Handler	air_conditioner,heater	1.6	Gas						4552
ckoppinger@hottechi.com	3	Emfropicator International Corp.	Thrubanover	Air Handler	heatpump,heater		Electric	18.3	42.2				4806
ckoppinger@hottechi.com	4	Inrobicator Holdings Group	Thrupebedgower	Air Handler	heatpump			17.1	46.3				3125
ckoppinger@hottechi.com	5	Thrusipupistor Direct	Parpickin	Air Handler	air_conditioner,heater	4.9	Electric						5185
ckoppinger@hottechi.com	6	Rapnipegex International	Thrucador	Air Handler	air_conditioner	1.2							3380
ckoppinger@streethex.com	1	Rapbanollax Holdings Corp.	Monvenex	Air Handler	air_conditioner	9.5							15026
ckorando@labdrill.com	1	Uptumicator WorldWide	Surfropewover	Air Handler	air_conditioner	3.1							6004
ckorando@labdrill.com	2	Upfropadar WorldWide Company	Endsapaquar	Water Heater						Gas	33.7	235	6497
ckorando@labdrill.com	3	Happebegower	Grozapower	Air Handler	heatpump			23.6	29.8				6930
ckorando@labdrill.com	4	Endcadan	Groquestar	Air Handler	heatpump			17.0	54.2				6169
ckorando@labdrill.com	5	Doptanonantor WorldWide		Water Heater						Gas	60.5	91	6644
ckorando@labdrill.com	6	Unwerpegicator WorldWide	Thrueranax	Air Handler	heatpump			27.9	50.2				5950
ckorando@labdrill.com	7	Barnipistor	Redudiman	Water Heater						Gas	66.8	118	8079
ckorando@newex.com	1	Thrurobicar WorldWide	Happeban	Air Handler	air_conditioner,heatpump	4.3		20.4	33.9				14825
ckorando@newex.com	2	Lomquestadan International	Pardimover	Air Handler	heatpump			28.2	37.6				8579
ckorando@newex.com	3	Qwidimower International	Ciperefantor	Air Handler	heatpump			27.2	33.5				9517
ckorando@newex.com	4	Upjubazz Direct Company	Barwerpexin	Air Handler	heater		Gas						9616
ckownacki@doncon.com	1	Haptanepin	Endtumexicator	Air Handler	heater,heatpump		Gas	21.1	53.9				6497
ckownacki@doncon.com	2	Tippebex International		Air Handler	heatpump,air_conditioner,heater	12.6	Electric	26.6	42.1				7844
ckownacki@doncon.com	3	Remunedicator	Grokilin	Air Handler	air_conditioner,heatpump	1.8		23.3	53.0				6938
ckownacki@doncon.com	4	Barbanupantor WorldWide	Tipvenex	Air Handler	air_conditioner	1.6							4936
ckownacki@lexiqvolax.com	1	Inweradazz International Company		Air Handler	heatpump			22.0	52.2				11754
